Scenario_ID,Month,Date,Y_1M,Y_3M,Y_6M,Y_1Y,Y_2Y,Y_3Y,Y_5Y,Y_7Y,Y_10Y,Y_20Y,Y_30Y
1,1,2026-03-31,3.7016587,3.6747205,3.6002464,3.4972224,3.4781246,3.5145214,3.674378,3.8470309,4.087002,4.666088,4.7231283
1,2,2026-04-30,3.6760662,3.6574466,3.5863943,3.4778943,3.4668272,3.521114,3.6893628,3.8367136,4.0887866,4.6644545,4.7216077
1,3,2026-05-31,3.6442995,3.6336582,3.5646343,3.4508383,3.4454734,3.5185876,3.6960025,3.817763,4.086184,4.657985,4.717214
1,4,2026-06-30,3.6065934,3.6008286,3.5330055,3.4152093,3.4134893,3.5067542,3.6948812,3.7898295,4.0799923,4.648238,4.7109566
1,5,2026-07-31,3.5626953,3.5573175,3.490237,3.370276,3.370134,3.4854312,3.686277,3.7527173,4.070569,4.6360497,4.7033706
1,6,2026-08-31,3.5121098,3.5018055,3.435245,3.315296,3.3144355,3.4541683,3.6701746,3.7061272,4.057915,4.6218324,4.6947193
1,7,2026-09-30,3.4542124,3.4330199,3.3669024,3.2494514,3.2451913,3.4122066,3.646291,3.649589,4.041785,4.605746,4.685099
1,8,2026-10-31,3.3882885,3.3496037,3.2839434,3.1718183,3.160981,3.3585079,3.614114,3.5824585,4.0217543,4.5877976,4.6744847
1,9,2026-11-30,3.3135428,3.2500687,3.1849394,3.0813637,3.0601835,3.2917986,3.5729456,3.5039413,3.9972625,4.5679026,4.662754
1,10,2026-12-31,3.229111,3.1328053,3.0683255,2.976973,2.9410195,3.2106304,3.5219517,3.413136,3.9676416,4.545918,4.649702
1,11,2027-01-31,3.1340902,2.9961503,2.932482,2.8575068,2.8016367,3.113471,3.460228,3.309105,3.9321537,4.521675,4.6350555
1,12,2027-02-28,3.0275993,2.8385181,2.7758746,2.7219028,2.6402588,2.9988441,3.3868928,3.1909778,3.8900487,4.495007,4.6184936
1,13,2027-03-31,2.9088736,2.6586022,2.5972586,2.5693178,2.4554076,2.8655229,3.3012152,3.0580897,3.84065,4.4657845,4.599681
1,14,2027-04-30,2.7773886,2.455618,2.3959198,2.3992953,2.246172,2.7127616,3.2027657,2.910135,3.7834644,4.4339547,4.5783186
1,15,2027-05-31,2.6329846,2.229532,2.1718965,2.2119179,2.0124605,2.5405092,3.0915606,2.7473032,3.7182934,4.3995795,4.5542016
1,16,2027-06-30,2.4759538,1.9811909,1.9260938,2.0078871,1.7551472,2.3495197,2.9681425,2.5703409,3.6453059,4.362858,4.527274
