Scenario_ID,Month,Y_1M,Y_3M,Y_6M,Y_1Y,Y_2Y,Y_3Y,Y_5Y,Y_7Y,Y_10Y,Y_20Y,Y_30Y
1,1,3.658481297136485,3.6522516343621687,3.59579905091052,3.5059022501280785,3.4887372667200545,3.512610627275582,3.6707760293463965,3.8776020433645466,4.113716221042878,4.701544716049795,4.764497222310561
1,2,3.6288155718805126,3.6415903777657714,3.6044503580553324,3.511210189919127,3.48615385120244,3.5130634105889005,3.6755280081249717,3.882952237560651,4.117129683404184,4.701013611513099,4.760273785129525
1,3,3.620080478015773,3.6388550511822055,3.5957847335666333,3.4988702083467094,3.4692655320065096,3.494739145722437,3.6555653942832995,3.8625446998855812,4.097190818940641,4.681322324643485,4.7415094987738255
1,4,3.6508619254264176,3.6637359372719143,3.604486969241319,3.515778432374775,3.5105784969349694,3.541190542344114,3.705925110505455,3.9129456428577907,4.144677063443776,4.7254193907080175,4.7834970137982
1,5,3.6377069963144737,3.6612249013020537,3.6300160769354566,3.528089355017199,3.5017178612289945,3.5441852238550324,3.7251554086413834,3.934438174892978,4.158397709187463,4.72445844867305,4.769757996221959
1,6,3.793952898114228,3.7037453051487605,3.6501199585576156,3.5215235942206466,3.436462044656196,3.4756248552841313,3.6606625235478782,3.8744275475587453,4.1023148415155415,4.672083712076809,4.719865827292411
1,7,3.7673876860967526,3.736478364029403,3.6563385826008235,3.522074182456956,3.4420026781136923,3.4802495082839244,3.662671225354572,3.8764706294696714,4.106340810443223,4.679222644825152,4.731129028157248
1,8,3.855888899742097,3.75078086705594,3.6831388443500823,3.533063476607487,3.411869328295612,3.454211255043061,3.6492319768836756,3.869752882124995,4.101577386189764,4.67475079004564,4.724236167251523
1,9,3.913978652293754,3.7538229966682137,3.6732332022433454,3.523499117702298,3.397331935966422,3.4381893052655577,3.6354057655596996,3.860332555515668,4.097840232413094,4.679025153624083,4.733682594100152
1,10,3.9621528318731465,3.7757543739948125,3.7127688128007184,3.567058988052331,3.441697553052855,3.4863648756201497,3.6871196834164337,3.91073523921414,4.143166643725334,4.717900116367549,4.767044917106565
1,11,4.017570227207364,3.791812200073176,3.7407866103025635,3.5861850897370435,3.4342881537101757,3.479248587740744,3.6839773001044294,3.9098747061975305,4.143024803197202,4.718098532953762,4.766363162908879
1,12,3.9513031767017166,3.704041582066002,3.6651663186529393,3.513188106144875,3.3466947378727174,3.3741683384583565,3.5580248800641567,3.778305354802464,4.017392963089686,4.601449039658339,4.65834323586616
1,13,4.041444301530161,3.6584981198381636,3.645761823639343,3.509768159298006,3.352151531544242,3.3913371588827506,3.598780062098323,3.8321930062225658,4.0764467036821745,4.665686454227291,4.720222244310777
1,14,3.984509180894181,3.650062687135881,3.572619830959516,3.4159550695491534,3.2505711875048804,3.294124495554917,3.5156181086984355,3.763457935144398,4.02257055309988,4.627923345377113,4.694076917520381
1,15,3.9680792561092426,3.6530023777587264,3.5930531040117506,3.4317759529411607,3.2464060266164267,3.2843747161819725,3.5017533116866497,3.7512212695379126,4.016079579621578,4.630136960640128,4.70214952176505
1,16,3.8568064023610646,3.781816185909157,3.7040642926890164,3.4497031192164362,3.1169700219551046,3.1561574925258093,3.397590698028208,3.674398487354681,3.968614141034605,4.615824492386394,4.708909969728269
1,17,3.882221040636176,3.75321139667547,3.697995180886407,3.4447038825862064,3.089634964079638,3.1201328883901205,3.35529956078424,3.633399345552617,3.934243249791639,4.591548100836493,4.69100593429261
1,18,3.895675253730792,3.789368513794033,3.7087220788757804,3.443719953636779,3.0821490722853935,3.1158751038691275,3.3551270620804305,3.6345127821388328,3.9344807481548947,4.589416145496674,4.688219521873492
1,19,3.925184329125262,3.8291217787202223,3.7398307803459483,3.47312013157774,3.116899668490213,3.158097871650435,3.407632548766765,3.6914671679160875,3.9913964220944007,4.6458093523698185,4.743241673445961
1,20,3.9433448605018904,3.8508027471004818,3.7740402340020442,3.5083747237676173,3.143990982811547,3.175677126773683,3.4080666621007203,3.681504371106283,3.975850625605392,4.625397145482241,4.722049907058678
1,21,4.009950131551668,3.8962064273897683,3.7558523827176753,3.4687766580414325,3.0822933669573316,3.111504148436704,3.34546479807262,3.6240594357154605,3.925720618322087,4.58401333917283,4.689019363489265
1,22,4.025283253861588,3.918449597448084,3.754185101577004,3.4596804294497674,3.076542426786876,3.1126897367549717,3.3544848576094295,3.634118748889579,3.9318336720185716,4.58281416413232,4.683184537807908
1,23,4.043638580870208,3.8726625115727726,3.753068292286412,3.4614891110845707,3.053524911880512,3.086253472404908,3.330828656452087,3.615656243759194,3.920206922135328,4.580343360578062,4.684040209484514
1,24,3.985883450724533,3.845592576577148,3.7299777158469785,3.4361082078256375,3.018311957940888,3.0455466452488733,3.287895937348508,3.5778794066784223,3.893124491820772,4.5679200468909364,4.681634459796068
