Scenario_ID,Month,Y_1M,Y_3M,Y_6M,Y_1Y,Y_2Y,Y_3Y,Y_5Y,Y_7Y,Y_10Y,Y_20Y,Y_30Y
1,1,3.8645186,3.8980322,3.7602563,3.604168,3.3802595,3.2637646,3.407747,3.5915918,4.0384917,4.576765,4.7220817
1,2,4.0210037,4.0370393,3.9111485,3.8808293,3.7010002,3.518614,3.7540646,3.9259884,4.366173,4.8679986,5.0680494
1,3,4.19082,4.094617,3.9961169,3.9323153,3.8067572,3.552581,3.6825528,3.9750464,4.458027,4.9496217,5.155833
1,4,4.1077113,4.0506353,3.9649131,3.8757496,3.7717404,3.4989994,3.6751082,4.0229936,4.471803,5.0475,5.191121
1,5,4.086764,4.075056,3.885417,3.8365383,3.7498667,3.3695836,3.4094782,3.655087,4.246964,4.8985405,5.057817
1,6,4.09527,4.1761484,3.9415975,3.8698845,3.6063068,3.3887796,3.2658632,3.5473564,3.9785414,4.6291933,4.7753105
1,7,3.6297626,3.7050912,3.5942993,3.4096382,3.0359418,2.6848307,2.3838568,2.864935,3.372261,4.0553427,4.316105
1,8,3.2829742,3.6513197,3.6418521,3.3535485,2.9470627,2.5956593,2.5133657,2.992919,3.4902747,4.1802115,4.327713
1,9,2.284246,2.6557367,2.4714177,2.2753901,1.7923679,1.5255891,1.4280553,1.974012,2.6588788,3.6523263,3.893797
1,10,2.620596,2.6487079,2.3230586,2.0500698,1.4468069,1.0083296,0.65919685,1.2365882,1.8857841,3.01408,3.4267833
1,11,2.1635416,2.1863532,2.039843,1.7552736,1.2011924,0.9472928,0.98033524,1.5704663,2.2879434,3.353095,3.7073915
1,12,2.2060387,2.277199,2.040761,1.6784148,1.1698172,0.8155513,0.798517,1.3640196,2.0827684,3.2764966,3.630732
1,13,2.5566163,2.5889564,2.3278928,1.9489346,1.3043191,0.8547182,0.8204837,1.4226358,2.1450343,3.4038115,3.8383408
1,14,2.4645996,2.6558454,2.4419017,2.0907006,1.5177298,1.1730781,1.1659257,1.8115461,2.4762416,3.6695888,3.99934
1,15,2.5419905,2.6860118,2.483899,2.154488,1.6696048,1.355469,1.3967273,1.9859174,2.6049774,3.7764423,4.109117
1,16,2.767863,2.8408258,2.565823,2.2815256,1.8555794,1.6333207,1.8063401,2.2770584,2.7731,3.871095,4.1632423
1,17,2.7218783,2.8848534,2.635834,2.3467398,2.0450459,1.8438463,1.9536241,2.4115696,2.9768677,3.966929,4.2182713
1,18,2.5390465,2.888667,2.6746085,2.4414861,2.2722511,2.083476,2.3230233,2.6267715,3.0685096,3.9749327,4.1308274
1,19,2.623814,3.197582,2.9927316,2.7442548,2.5301533,2.272956,2.4813542,2.7611194,3.116736,3.9681737,4.084395
1,20,3.1824818,3.4001222,3.1397533,2.8220413,2.5021243,2.0728428,2.114163,2.3293357,2.7985559,3.7293744,3.9184427
1,21,2.7974355,3.1461947,2.9056172,2.6365442,2.3876436,2.0743504,2.1389246,2.2870376,2.688065,3.5124779,3.6816494
1,22,2.9193876,3.3530211,3.1395795,2.8439305,2.5580013,2.2137012,2.243713,2.4244716,2.7830875,3.6309009,3.7649608
1,23,3.1911197,3.6305997,3.4292557,3.2330434,3.004959,2.5816278,2.4678786,2.5865316,2.9272861,3.7296367,3.7571213
1,24,3.246846,3.6600792,3.488732,3.2487833,2.9655323,2.5772152,2.4744692,2.5881758,3.0116258,3.805734,3.8551443
1,25,3.3337607,3.6213243,3.4670672,3.2641366,2.940982,2.5390344,2.4859118,2.690639,3.1935313,3.936346,4.0532227
1,26,3.275537,3.530165,3.4046783,3.2629955,3.002304,2.6596003,2.5633583,2.675202,3.135324,3.8919911,4.0587025
1,27,3.4101994,3.5058286,3.349097,3.1367161,2.7528453,2.5137048,2.344348,2.553115,3.2159114,3.9760633,4.1422434
1,28,3.2304783,3.3980951,3.1562467,2.781052,2.1869593,1.5742682,1.3622003,1.6735768,2.386629,3.343264,3.6178908
1,29,3.2121818,3.413665,3.1969023,2.7948081,2.2381814,1.5557499,1.076823,1.1004314,1.8328731,2.718166,3.0626004
1,30,3.3728814,3.3912625,3.1775787,2.7500608,2.149219,1.432884,1.0673404,1.158531,1.9203675,2.683093,2.9145231
1,31,3.5835345,3.515061,3.2777772,2.8603268,2.420249,1.890901,1.7332075,1.8058448,2.5636368,3.2513118,3.5370302
1,32,3.2555485,3.3758879,3.1899984,2.813568,2.502604,1.9261458,1.7151979,1.861422,2.5766916,3.2485642,3.5030465
1,33,3.2884889,3.3827314,3.1418931,2.699171,2.3311238,1.7656832,1.5599177,1.5547667,2.2610588,2.8392372,3.1160507
1,34,3.2582161,3.3805282,3.119011,2.7290092,2.273964,1.5686349,1.2708573,1.2556558,1.9653311,2.589751,2.8960385
1,35,3.2345183,3.3642259,3.066552,2.5969648,2.0784874,1.3812656,1.1437337,1.1880603,1.9703119,2.5733485,2.8839772
1,36,3.5868902,3.5850594,3.2682858,2.7935207,2.3624935,1.718677,1.4883132,1.4692442,2.1905503,2.7782505,3.0560718
1,37,3.6822066,3.7519317,3.432746,2.9604807,2.5544634,1.8564546,1.5871549,1.3592021,2.1426582,2.7270503,3.0115237
1,38,3.4942615,3.7564306,3.4834158,3.0798216,2.634718,1.9184295,1.6961572,1.5058489,2.1958528,2.810319,3.0917602
1,39,3.7573123,3.795476,3.513594,3.1695733,2.738014,2.0141098,1.8359693,1.5271797,2.1800475,2.7563467,2.918019
1,40,3.719759,3.8704765,3.5651064,3.1202185,2.6395226,1.8327734,1.4579043,1.0872581,1.8274992,2.555458,2.806992
1,41,3.5975375,3.7796087,3.5072813,3.095127,2.60716,1.7861037,1.4839602,1.0789013,1.6733527,2.278067,2.6075845
1,42,3.3382463,3.65766,3.351726,2.9304323,2.387533,1.5584623,1.2221632,0.74255824,1.3281541,2.037588,2.3177736
1,43,3.2100897,3.6644733,3.3618133,2.984197,2.450555,1.5869459,1.2888553,0.8617587,1.5242016,2.251117,2.567728
1,44,3.631668,3.7762754,3.4737358,3.2064447,2.72114,1.9374236,1.6147234,1.0750511,1.6381979,2.2462153,2.5536551
