Scenario_ID,Month,Date,Y_1M,Y_3M,Y_6M,Y_1Y,Y_2Y,Y_3Y,Y_5Y,Y_7Y,Y_10Y,Y_20Y,Y_30Y
1,1,2026-03-31,3.5654876,3.5504968,3.473887,3.3891525,3.348092,3.3506143,3.5669215,3.8588803,4.046576,4.6615243,4.7380896
1,2,2026-04-30,3.39996,3.4172645,3.3486524,3.2790782,3.2298646,3.1953206,3.4858797,3.8781836,4.023025,4.671827,4.7526026
1,3,2026-05-31,3.233635,3.2828774,3.230841,3.1726916,3.113634,3.036647,3.4016929,3.9025757,3.9971328,4.682149,4.766104
1,4,2026-06-30,3.0809546,3.1454532,3.1104658,3.0660675,2.9893222,2.8859668,3.3185763,3.9301047,3.9643576,4.6871676,4.787745
1,5,2026-07-31,2.943039,3.0056891,2.9761932,2.9570377,2.8523326,2.752235,3.25207,3.9655833,3.9399188,4.6958647,4.8307953
1,6,2026-08-31,2.803779,2.8626583,2.823032,2.8421478,2.7038095,2.6331937,3.2206955,4.0187454,3.9531238,4.7290816,4.9054756
1,7,2026-09-30,2.6445897,2.7158184,2.6579504,2.7192855,2.5502188,2.5194516,3.2343829,4.0975165,4.026808,4.803327,5.011606
1,8,2026-10-31,2.4567764,2.5622792,2.4929252,2.5854979,2.3953757,2.3994198,3.2826738,4.196608,4.154638,4.914382,5.1361756
1,9,2026-11-30,2.244674,2.3955927,2.3320117,2.4350305,2.2347836,2.2655654,3.3414114,4.299693,4.3058333,5.041648,5.2636538
1,10,2026-12-31,2.0216405,2.2138696,2.169486,2.265695,2.0631003,2.1208467,3.3933334,4.394157,4.451936,5.165862,5.3875294
1,11,2027-01-31,1.7976413,2.022232,1.9978889,2.0814373,1.8811384,1.9728717,3.4350667,4.477264,4.58404,5.2806106,5.5094666
1,12,2027-02-28,1.5710309,1.8273487,1.8152848,1.888314,1.6944232,1.8241578,3.4710789,4.555546,4.71316,5.394075,5.633896
