Start_Curve_ID,Scenario_ID,Month,Y_1M,Y_3M,Y_6M,Y_1Y,Y_2Y,Y_3Y,Y_5Y,Y_7Y,Y_10Y,Y_20Y,Y_30Y
1,1,1,1.311744298746303,1.3085731068065205,1.3055390968723568,1.3027336826182296,1.6616703029069333,2.0777658695338648,2.8801109342802036,3.5486449830646567,4.310637808293909,5.404207910669652,5.32321994506455
1,1,2,1.4565163933178664,1.4219526781521545,1.3999595568271779,1.404798428058631,1.7382611544867848,2.1547276276846827,2.985982888817257,3.6782656261382884,4.467114340884076,5.569745153124126,5.5065600736851135
1,1,3,1.0561759965377888,1.0867949614993315,1.1033383766264602,1.1737949134439993,1.5988181426498023,2.0266807345158857,2.8697776712978897,3.552557213423864,4.33082153900366,5.42809670102879,5.344983327549291
1,1,4,1.0748262048215187,1.0435486774723959,1.0273983263550752,1.0701918275681372,1.4084938337905089,1.8100235725395444,2.6734024465972306,3.391594913679103,4.22915349517907,5.382615999225047,5.344493839957151
1,1,5,0.9893140967299638,1.0160590973176733,1.0454822922196958,1.1608356651244174,1.6068721663665833,2.04802488358087,2.9440301235518764,3.6567802175130413,4.467830715062222,5.576300090512294,5.503864967607416
1,1,6,0.8432490786608343,0.9315653584852315,1.0111040537554274,1.209020996740678,1.7801795989683327,2.2701559996282668,3.217288725117927,3.9334011083688663,4.728390143845949,5.799987772153652,5.68931366770313
1,1,7,1.1490590339988827,1.1749531440915586,1.2333128237313868,1.406755362298089,1.9243123390586887,2.3675188286853346,3.2154753540901875,3.871388270772649,4.597144694845421,5.607990612062201,5.492504617682417
1,1,8,1.4076152278123386,1.3470603399460916,1.3535812307663018,1.4442004873070617,1.8040724535449675,2.143079980103757,2.828907947295963,3.4087842882167334,4.070944261003653,5.052471872148147,4.966408330327523
1,1,9,1.4466528148248712,1.374678810123226,1.362629501460853,1.4283217201716227,1.7051906607453846,2.037298637771789,2.7789577075076832,3.414812020670615,4.15400833542519,5.196336379867165,5.156555591040635
1,1,10,1.1073290784950862,1.0919330481491112,1.1042856662407865,1.1920156986466053,1.4913246236375377,1.8247595708097621,2.5917260424059574,3.24227578503346,4.0072165677897305,5.078988113376504,5.0470465368883755
1,1,11,0.7972740561108612,0.8284554937196688,0.8672601173737835,0.98564257536197,1.3296900191646452,1.6695169393235478,2.4527847820613657,3.105606054028978,3.8767715402311587,4.958843384001908,4.921697792111504
1,1,12,0.7596037193178798,0.8123623518208932,0.8714732634638165,1.0245507544223618,1.4177255511388047,1.7876006776749058,2.617648929433938,3.2877128022397692,4.068263136006063,5.141929205501674,5.094078698199834
1,1,13,0.7111923236586999,0.7178706996707075,0.7479236588262501,0.8665594761365467,1.1753311572368852,1.5407482966135901,2.4444302335122954,3.185606386641034,4.066781232408067,5.228982512300892,5.234837464829656
1,1,14,0.4436593472600156,0.4926997193178394,0.5484899977716207,0.6987705380740951,1.0588509460937545,1.4506266330827684,2.4113625491423907,3.1811677457917042,4.094576272352694,5.2808614930627416,5.2861574238390805
1,1,15,0.750632129791717,0.7360051278566512,0.7617806405326061,0.8698969309932781,1.156895791171485,1.525932891961658,2.4575299455657516,3.220366569645916,4.125882761134285,5.298371086421609,5.322929044448886
1,1,16,0.6599221622327031,0.6629774501382177,0.695644928662021,0.8057789426872037,1.0978848785717592,1.4672745460913488,2.4050489036534928,3.1711803506470653,4.081475627552399,5.25757333143734,5.287256749925808
1,1,17,0.8211631985188771,0.8062321198938034,0.8306003775857412,0.9196760932551469,1.188552183225997,1.5249048220905523,2.3753186156766413,3.0840893946183634,3.925077366245909,5.043618411829382,5.064721077942125
1,1,18,0.7037173393551187,0.7022908751434432,0.7273147806417137,0.8141024804918936,1.0753644301604481,1.40838442242459,2.2692219693300553,2.9873706712269197,3.844189624232662,4.979104129525519,5.011964670586438
