Start_Curve_ID,Scenario_ID,Month,Y_1M,Y_3M,Y_6M,Y_1Y,Y_2Y,Y_3Y,Y_5Y,Y_7Y,Y_10Y,Y_20Y,Y_30Y
1,1,1,1.4826260200755856,1.5338771005305145,1.6369157480566543,1.9184525029208457,2.5496463797249085,2.9993401985236257,3.6863921983407266,4.157450912420057,4.465178125509356,5.2902155692773745,5.310716717469697
1,1,2,1.2225563307920384,1.3199609912387378,1.4494148730486747,1.7564235157810506,2.410887662618867,2.853343937466691,3.5445263120495363,4.0101578957326645,4.328730206620044,5.168752987053493,5.18561179933736
1,1,3,1.2055230155193561,1.309695220852011,1.4476318785585998,1.7635875905486966,2.4137480085969045,2.850236726602685,3.545483741703666,4.009001685696204,4.3364179882444915,5.179727221600301,5.196509104715419
1,1,4,1.3070988191878592,1.3258264889474947,1.4082150959472086,1.634656034267659,2.1090167542000193,2.460252803944764,3.080995293220463,3.5321204676558255,3.8882656925712267,4.78319345656054,4.85633697364993
1,1,5,1.4539762548415123,1.491331284367692,1.5836380102047944,1.8173096011400527,2.2901144757793865,2.6490195834281955,3.2817641111589637,3.7332467548120474,4.08900820695867,4.966224767375168,5.035860038990035
1,1,6,1.4744195483221358,1.5790036355678623,1.7131982278567122,2.008872371820627,2.574602206481051,2.9993487383394255,3.734949508446979,4.226882819402528,4.6136284358858175,5.4809949326162215,5.527864943364977
1,1,7,1.174016547594409,1.398523566067686,1.6127064347531896,2.018881041777535,2.7842014060883584,3.274247306406528,4.055962544587531,4.528036716017629,4.872021788839191,5.679365507654312,5.655342372806592
1,1,8,1.3027439566649544,1.4528463731349928,1.628264850092212,1.9915940594051293,2.6644249887171654,3.1339349790226616,3.9445838590491062,4.454580718527124,4.8665626571385605,5.7325467760763456,5.746853789453202
1,1,9,1.5886349637091715,1.6507414931295286,1.7736644230678804,2.061226210441262,2.5913045038784293,3.012081785402668,3.796205424989426,4.3174922015898165,4.768398833657563,5.672446199912839,5.733112235024172
1,1,10,1.5385097273151274,1.6802366176307573,1.8514147597672392,2.2018034421140658,2.8439690653015024,3.314714948326378,4.147110134454484,4.669987634599462,5.106931727469726,5.97220153392843,5.993844338102437
